Součet hodnot: Kapacita,Kolo,KKOV,Kraj,Město,Součet hodnot: Nepřijati - nedostačující kapacita,Součet hodnot: Nepřijati - nesplnění podmínek,Součet hodnot: Nepřijati - přijati na vyšší prioritu,Obor,Okres,Součet hodnot: Přihlášeni,Součet hodnot: Přihlášeni - priorita 1,Součet hodnot: Přihlášeni - priorita 2,Součet hodnot: Přihlášeni - priorita 3,Součet hodnot: Přijati,Součet hodnot: Přijati - priorita 1,Součet hodnot: Přijati - priorita 2,Součet hodnot: Přijati - priorita 3,Součet hodnot: REDIZO,Rok,SMO16,Škola,Zaměření,Zřizovatel
32,1,63-41-M/02,Ústecký,Děčín,8,0,52,Obchodní akademie,Děčín,92,29,31,32,32,26,3,3,600010171,2024,SEK,"Evropská obchodní akademie, Komenského nám. 520, Děčín",Obchodní akademie se zaměřením Evropský hospodářský asistent,veřejné / státní
32,1,63-41-M/02,Ústecký,Děčín,14,0,73,Obchodní akademie,Děčín,119,28,52,39,32,23,7,2,600010171,2024,SEK,"Evropská obchodní akademie, Komenského nám. 520, Děčín",Obchodní akademie se zaměřením Kreativita podnikání,veřejné / státní
16,1,63-41-M/02,Ústecký,Děčín,28,0,31,Obchodní akademie,Děčín,75,38,18,18,16,15,1,0,600010171,2024,SEK,"Evropská obchodní akademie, Komenského nám. 520, Děčín",Obchodní akademie se zaměřením Sportovní marketing a management,veřejné / státní
16,1,63-41-M/02,Ústecký,Děčín,9,0,44,Obchodní akademie,Děčín,69,14,31,23,16,12,3,1,600010171,2025,SEK,Evropská obchodní akademie,Digitální marketing a komunikace,veřejné / státní
32,1,63-41-M/02,Ústecký,Děčín,0,0,50,Obchodní akademie,Děčín,82,26,31,24,32,26,3,3,600010171,2025,SEK,Evropská obchodní akademie,Evropský hospodářský asistent,veřejné / státní
32,1,63-41-M/02,Ústecký,Děčín,11,0,59,Obchodní akademie,Děčín,102,37,25,39,32,30,1,1,600010171,2025,SEK,Evropská obchodní akademie,Kreativita podnikání,veřejné / státní
16,1,63-41-M/02,Ústecký,Děčín,3,0,27,Obchodní akademie,Děčín,46,16,14,15,16,14,2,0,600010171,2025,SEK,Evropská obchodní akademie,Sportovní marketing a management,veřejné / státní
60,1,63-41-M/02,Ústecký,Chomutov,0,1,85,Obchodní akademie,Chomutov,112,20,37,55,26,20,3,3,600170586,2024,SEK,"SOŠ energetická a stavební, OA a SZŠ, Na Průhoně 4800, Chomutov",Obchodní akademie,veřejné / státní
30,1,63-41-M/02,Ústecký,Chomutov,0,0,38,Obchodní akademie,Chomutov,60,13,28,18,22,13,8,1,600170586,2024,SEK,"SOŠ energetická a stavební, OA a SZŠ, Na Průhoně 4800, Chomutov",Sportovní management,veřejné / státní
60,1,63-41-M/02,Ústecký,Chomutov,0,1,89,Obchodní akademie,Chomutov,130,32,39,58,40,32,7,1,600170586,2025,SEK,"SOŠ energetická a stavební, OA a SZŠ",Obchodní akademie,veřejné / státní
30,1,63-41-M/02,Ústecký,Chomutov,0,0,51,Obchodní akademie,Chomutov,78,22,19,37,27,22,5,0,600170586,2025,SEK,"SOŠ energetická a stavební, OA a SZŠ",Sportovní management,veřejné / státní
60,1,63-41-M/02,Ústecký,Kadaň,0,1,58,Obchodní akademie,Chomutov,86,23,22,41,27,23,3,1,600010309,2024,SEK,"SPŠ stavební a Obchodní akademie, Komenského 562, Kadaň","",veřejné / státní
30,1,63-41-M/02,Ústecký,Kadaň,0,1,58,Obchodní akademie,Chomutov,82,10,28,43,23,9,8,6,600010309,2025,SEK,SPŠ stavební a Obchodní akademie,,veřejné / státní
34,1,63-41-M/02,Ústecký,Litoměřice,0,7,49,Obchodní akademie,Litoměřice,87,23,30,32,31,21,5,5,600010767,2024,SEK,"VOŠ,OA,SOŠ a JŠ s pr. SJZ EKONOM, o.p.s., Palackého 730, Litoměřice",Specialista v oboru,soukromé
23,1,63-41-M/02,Ústecký,Litoměřice,0,8,39,Obchodní akademie,Litoměřice,54,8,21,25,7,6,0,1,600010767,2025,SEK,"VOŠ,OA,SOŠ a JŠ s pr. SJZ EKONOM, o.p.s.",,soukromé
32,1,63-41-M/02,Ústecký,Louny,0,0,57,Obchodní akademie,Louny,77,16,19,42,20,16,2,2,600170632,2024,SEK,"OA a SOŠ generála Františka Fajtla, Osvoboditelů 380, Louny",Cestovní ruch,veřejné / státní
32,1,63-41-M/02,Ústecký,Louny,0,0,57,Obchodní akademie,Louny,75,14,22,39,18,14,3,1,600170632,2025,SEK,OA a SOŠ generála Františka Fajtla,Cestovní ruch,veřejné / státní
60,1,63-41-M/02,Ústecký,Most,37,1,106,Obchodní akademie,Most,204,73,64,66,60,52,8,0,600011151,2024,SEK,"Soukr.SŠ pro marketing a ek.pod. s.r.o., Eduarda Basse 1142, Most","",soukromé
64,1,63-41-M/02,Ústecký,Most,0,5,103,Obchodní akademie,Most,161,49,51,60,53,45,8,0,600020428,2024,SEK,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ, Zdeňka Fibicha 2778, Most","",veřejné / státní
70,1,63-41-M/02,Ústecký,Most,30,1,130,Obchodní akademie,Most,231,83,82,63,70,56,10,4,600011151,2025,SEK,Soukr.SŠ pro marketing a ek.pod. s.r.o.,,soukromé
60,1,63-41-M/02,Ústecký,Most,0,3,123,Obchodní akademie,Most,181,43,64,73,55,40,12,3,600020428,2025,SEK,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",,veřejné / státní
30,1,63-41-M/02,Ústecký,Rumburk,0,0,43,Obchodní akademie,Děčín,65,19,18,28,22,19,3,0,600019691,2024,SEK,"Střední zdrav. škola a Obchodní akademie, Františka Nohy 959, Rumburk","",veřejné / státní
28,1,63-41-M/02,Ústecký,Rumburk,0,0,44,Obchodní akademie,Děčín,60,10,22,25,16,10,4,1,600019691,2025,SEK,Střední zdrav. škola a Obchodní akademie,,veřejné / státní
66,1,63-41-M/02,Ústecký,Teplice,33,2,155,Obchodní akademie,Teplice,256,78,93,80,66,58,8,0,600170675,2024,SEK,"Hotelová škola, Obchodní akademie a SPŠ, Benešovo náměstí 604, Teplice",se zaměřením na cizí jazyky,veřejné / státní
60,1,63-41-M/02,Ústecký,Teplice,15,4,131,Obchodní akademie,Teplice,210,57,75,73,60,49,8,3,600170675,2025,SEK,"Hotelová škola, Obchodní akademie a SPŠ",Obchodní akademie se zaměřením na cizí jazyky,veřejné / státní
90,1,63-41-M/02,Ústecký,Ústí nad Labem,84,1,173,Obchodní akademie,Ústí nad Labem,348,120,122,105,90,71,15,4,600011445,2024,SEK,"OA a jazyková škola s právem SJZ, Pařížská 1670, Ústí nad Labem","",veřejné / státní
60,1,63-41-M/02,Ústecký,Ústí nad Labem,49,3,142,Obchodní akademie,Ústí nad Labem,254,73,109,67,60,43,14,2,600011445,2025,SEK,OA a jazyková škola s právem SJZ,,veřejné / státní
30,1,63-41-M/02,Ústecký,Žatec,0,1,62,Obchodní akademie,Louny,79,14,31,34,15,13,1,1,600011011,2024,SEK,"OA a SOŠ zemědělská a ekologická, Studentská 1354, Žatec","",veřejné / státní
40,1,63-41-M/02,Ústecký,Žatec,0,1,6,Obchodní akademie,Louny,18,11,2,5,11,10,0,1,1200022040,2024,SEK,"Soukromá obchodní akademie, spol. s r.o., Svatováclavská 1404, Žatec","",soukromé
20,1,63-41-M/02,Ústecký,Žatec,0,0,18,Obchodní akademie,Louny,19,1,8,10,1,1,0,0,600011020,2024,SEK,"Soukromá obchodní akademie, spol. s r.o., Svatováclavská 1404, Žatec",Propagační grafika a média,soukromé
30,1,63-41-M/02,Ústecký,Žatec,0,1,78,Obchodní akademie,Louny,94,9,39,44,15,9,4,2,600011011,2025,SEK,OA a SOŠ zemědělská a ekologická,,veřejné / státní
45,1,63-41-M/02,Ústecký,Žatec,0,8,6,Obchodní akademie,Louny,17,6,6,5,3,3,0,0,1200022040,2025,SEK,"Soukromá obchodní akademie, spol. s r.o.",,soukromé
20,1,63-41-M/02,Ústecký,Žatec,0,16,12,Obchodní akademie,Louny,29,5,9,15,1,1,0,0,600011020,2025,SEK,"Soukromá obchodní akademie, spol. s r.o.",Propagační grafika a média,soukromé
31,1,63-41-M/02,Zlínský,Kroměříž,8,8,67,Obchodní akademie,Kroměříž,114,25,38,51,31,20,8,3,1200029918,2024,SEK,"Obchodní akademie Kroměříž, Obvodová 3503, Kroměříž","",veřejné / státní
31,1,63-41-M/02,Zlínský,Kroměříž,22,7,77,Obchodní akademie,Kroměříž,136,39,59,36,30,25,4,0,1200029918,2025,SEK,Obchodní akademie Kroměříž,,veřejné / státní
90,1,63-41-M/02,Zlínský,Uherské Hradiště,37,0,167,Obchodní akademie,Uherské Hradiště,294,86,90,118,90,60,19,11,600015513,2024,SEK,"OA , VOŠ a Jazyková škola s právem SJZ, Nádražní 22, Uherské Hradiště","",veřejné / státní
90,1,63-41-M/02,Zlínský,Uherské Hradiště,55,0,183,Obchodní akademie,Uherské Hradiště,328,112,105,104,90,74,13,3,600015513,2025,SEK,"OA , VOŠ a Jazyková škola s právem SJZ",,veřejné / státní
60,1,63-41-M/02,Zlínský,Valašské Meziříčí,11,1,125,Obchodní akademie,Vsetín,197,56,73,66,60,50,6,4,600018270,2024,SEK,"Obchodní akademie a VOŠ, Masarykova 101, Valašské Meziříčí","",veřejné / státní
60,1,63-41-M/02,Zlínský,Valašské Meziříčí,32,2,121,Obchodní akademie,Vsetín,215,83,62,67,60,57,3,0,600018270,2025,SEK,Obchodní akademie a VOŠ,,veřejné / státní
120,1,63-41-M/02,Zlínský,Zlín,69,0,211,Obchodní akademie,Zlín,400,123,116,146,120,89,17,13,600014410,2024,SEK,"Obch.akademie T.Bati a VOŠ ekonomická, nám. T. G. Masaryka 3669, Zlín","",veřejné / státní
120,1,63-41-M/02,Zlínský,Zlín,38,0,202,Obchodní akademie,Zlín,360,112,124,116,120,87,24,9,600014410,2025,SEK,Obch.akademie T.Bati a VOŠ ekonomická,,veřejné / státní
14,1,63-51-J/01,Hlavní město Praha,Praha,0,12,7,Obchodní škola,Praha,19,5,4,10,0,0,0,0,600171418,2024,UBV,"Gymnázium a SOŠ pro zrakově postižené, Radlická 591, Praha","",veřejné / státní
7,1,63-51-J/01,Hlavní město Praha,Praha,3,3,1,Obchodní škola,Praha,14,6,4,4,7,5,2,0,600027341,2024,UBV,"Jedličkův ústav a MŠ, ZŠ a Střední škola, V pevnosti 13, Praha","ŠVP s názvem ""Škola pro praxi"" je zaměřen na výuku všeobecně vzdělávacích i odborných předmětů umožňujících získání znalostí potřebných pro práci v ekonomické, obchodně-podnikatelské či administrativní oblasti.",veřejné / státní
14,1,63-51-J/01,Hlavní město Praha,Praha,0,1,5,Obchodní škola,Praha,12,4,2,6,6,4,1,1,600171418,2025,UBV,Gymnázium a SOŠ pro zrakově postižené,,veřejné / státní
7,1,63-51-J/01,Hlavní město Praha,Praha,2,4,2,Obchodní škola,Praha,15,8,4,3,7,5,1,1,600027341,2025,UBV,"Jedličkův ústav a MŠ, ZŠ a Střední škola","ŠVP ""Škola pro praxi"". Výuka odborných předmětů a praktická příprava je zaměřena na práci v oblasti základní administrativy. Studium je zakončeno závěrečnou zkouškou a vysvědčením.",veřejné / státní
10,1,63-51-J/01,Jihomoravský,Brno,4,0,4,Obchodní škola,Brno-město,18,14,3,1,11,11,0,0,600171531,2024,UBV,"Střední škola F. D. Roosevelta, Křižíkova 1694, Brno","",veřejné / státní
10,1,63-51-J/01,Jihomoravský,Brno,0,0,12,Obchodní škola,Brno-město,20,6,10,4,8,6,2,0,600171531,2025,UBV,Střední škola F. D. Roosevelta,,veřejné / státní
8,1,63-51-J/01,Královéhradecký,Janské Lázně,2,2,6,Obchodní škola,Trutnov,18,10,4,4,8,8,0,0,600024687,2024,UBV,"Střední škola Olgy Havlové, Obchodní 282, Janské Lázně","",veřejné / státní
8,1,63-51-J/01,Královéhradecký,Janské Lázně,0,0,4,Obchodní škola,Trutnov,12,8,3,1,8,8,0,0,600024687,2025,UBV,Střední škola Olgy Havlové,,veřejné / státní
12,1,63-51-J/01,Liberecký,Liberec,0,2,4,Obchodní škola,Liberec,13,6,2,5,7,6,1,0,600023460,2024,UBV,"SOŠ, příspěvková organizace, Jablonecká 999, Liberec","",veřejné / státní
12,1,63-51-J/01,Liberecký,Liberec,0,4,7,Obchodní škola,Liberec,17,6,5,6,6,6,0,0,600023460,2025,UBV,"SOŠ, příspěvková organizace",,veřejné / státní
20,1,64-41-L/51,Hlavní město Praha,Praha,5,17,21,Podnikání,Praha,63,21,24,18,17,13,2,2,600004830,2024,NOS,"Českoslovanská AO, SOŠ, Resslova 1940, Praha","",veřejné / státní
18,1,64-41-L/51,Hlavní město Praha,Praha,6,0,9,Podnikání,Praha,33,17,6,10,18,12,3,3,600006531,2024,NOS,"Gymn. bří Čapků a První české soukr. SOU, Trhanovské náměstí 129, Praha",Podnikání,soukromé
30,1,64-41-L/51,Hlavní město Praha,Praha,0,6,9,Podnikání,Praha,18,2,5,11,0,0,0,0,600006026,2024,NOS,"Královská střední škola, s.r.o., Svídnická 599, Praha","",soukromé
20,1,64-41-L/51,Hlavní město Praha,Praha,14,1,11,Podnikání,Praha,46,20,23,3,19,12,6,1,600005321,2024,NOS,"Metropolitní odbor. umělec. SŠ, Táborská 350, Praha","",soukromé
30,1,64-41-L/51,Hlavní město Praha,Praha,14,4,37,Podnikání,Praha,85,26,34,25,29,16,11,2,600006433,2024,NOS,"SOŠ a SOU, Praha - Čakovice, Ke Stadionu 623, Praha","",veřejné / státní
30,1,64-41-L/51,Hlavní město Praha,Praha,0,78,8,Podnikání,Praha,92,31,37,24,6,5,1,0,600170080,2024,NOS,"SOŠ automobilní, informatiky a gymnázium, Weilova 1270, Praha","",veřejné / státní
24,1,64-41-L/51,Hlavní město Praha,Praha,0,14,8,Podnikání,Praha,23,5,10,8,1,1,0,0,600006425,2024,NOS,"SOŠ podnikatelská PROFIT, s.r.o., Žerotínova 1100, Praha",Podnikání a management,soukromé
15,1,64-41-L/51,Hlavní město Praha,Praha,0,13,12,Podnikání,Praha,36,13,8,15,10,6,0,4,600006034,2024,NOS,"Soukr. střední škola gastronomie s.r.o., Svídnická 599, Praha","",soukromé
23,1,64-41-L/51,Hlavní město Praha,Praha,0,15,7,Podnikání,Praha,26,13,9,4,4,4,0,0,600006034,2024,NOS,"Soukr. střední škola gastronomie s.r.o., Svídnická 599, Praha",Podnikání,soukromé
398,1,64-41-L/51,Hlavní město Praha,Praha,0,63,52,Podnikání,Praha,461,377,54,30,316,298,13,5,1200010432,2024,NOS,"SŠ gastronomická a hotelová s.r.o., Vrbova 1233, Praha","",soukromé
20,1,64-41-L/51,Hlavní město Praha,Praha,0,7,0,Podnikání,Praha,7,2,2,3,0,0,0,0,600005798,2024,NOS,"SŠ kosmetiky a hotelnictví BEAN, s.r.o., Českobrodská 362, Praha","",soukromé
30,1,64-41-L/51,Hlavní město Praha,Praha,0,55,33,Podnikání,Praha,118,53,45,20,30,27,3,0,600170063,2024,NOS,"Střední odborná škola - COP a Gymnázium, Poděbradská 179, Praha","",veřejné / státní
20,1,64-41-L/51,Hlavní město Praha,Praha,30,15,67,Podnikání,Praha,132,41,58,33,20,16,3,1,600006280,2024,NOS,"Střední odborná škola Jarov, Učňovská 100, Praha",Podnikání,veřejné / státní
46,1,64-41-L/51,Hlavní město Praha,Praha,6,59,31,Podnikání,Praha,134,69,44,21,38,31,7,0,1200011316,2024,NOS,"Střední průmyslová škola dopravní, a.s., Plzeňská 298, Praha","",soukromé
12,1,64-41-L/51,Hlavní město Praha,Praha,0,11,9,Podnikání,Praha,24,7,10,7,4,3,1,0,600020959,2024,NOS,"Střední škola a Mateř.škola Aloyse Klara, Vídeňská 756, Praha","",veřejné / státní
26,1,64-41-L/51,Hlavní město Praha,Praha,0,56,33,Podnikání,Praha,113,36,43,32,23,23,0,0,600005640,2024,NOS,"Střední škola a VOŠ umělecká a řemeslná, Nový Zlíchov 1063, Praha",Podnikání (nástavbové studium),veřejné / státní
60,1,64-41-L/51,Hlavní město Praha,Praha,0,67,23,Podnikání,Praha,137,72,36,29,46,39,5,2,600006581,2024,NOS,"Střední škola gastronomie, U krbu 521, Praha","",veřejné / státní
30,1,64-41-L/51,Hlavní město Praha,Praha,0,111,15,Podnikání,Praha,147,64,49,33,21,21,0,0,600004864,2024,NOS,"Střední škola obchodní, Belgická 250, Praha",Nástavbový maturitní obor vzdělání pro absolventy tříletých oborů vzdělání s výučním listem.,veřejné / státní
60,1,64-41-L/51,Hlavní město Praha,Praha,0,40,25,Podnikání,Praha,103,50,32,21,38,29,8,1,600006387,2024,NOS,"Střední škola podnikání a gastronomie, Za Černým mostem 362, Praha",Podnikání,veřejné / státní
20,1,64-41-L/51,Hlavní město Praha,Praha,9,14,12,Podnikání,Praha,55,29,20,6,20,15,4,1,600004830,2025,NOS,"Českoslovanská AO, SOŠ",,veřejné / státní
13,1,64-41-L/51,Hlavní město Praha,Praha,0,10,2,Podnikání,Praha,13,2,5,6,1,0,1,0,600006409,2025,NOS,Euroškola Praha SOŠ s.r.o.,Podnikání,soukromé
20,1,64-41-L/51,Hlavní město Praha,Praha,0,31,2,Podnikání,Praha,50,22,13,15,17,13,2,2,600006531,2025,NOS,Gymn. bří Čapků a První české soukr. SOU,Podnikání,soukromé
25,1,64-41-L/51,Hlavní město Praha,Praha,35,4,32,Podnikání,Praha,96,36,44,16,25,18,5,2,600005321,2025,NOS,Metropolitní odbor. umělec. SŠ,,soukromé
30,1,64-41-L/51,Hlavní město Praha,Praha,70,1,27,Podnikání,Praha,128,55,39,34,30,19,6,5,600006433,2025,NOS,"SOŠ a SOU, Praha - Čakovice",,veřejné / státní
30,1,64-41-L/51,Hlavní město Praha,Praha,0,57,37,Podnikání,Praha,116,36,31,49,22,15,4,3,600170080,2025,NOS,"SOŠ automobilní, informatiky a gymnázium",,veřejné / státní
24,1,64-41-L/51,Hlavní město Praha,Praha,0,31,13,Podnikání,Praha,48,10,18,20,4,3,1,0,600006425,2025,NOS,"SOŠ podnikatelská PROFIT, s.r.o.",Podnikání a management,soukromé
38,1,64-41-L/51,Hlavní město Praha,Praha,0,69,37,Podnikání,Praha,136,62,34,39,30,21,4,5,1200012068,2025,NOS,Soukr. střední škola gastronomie s.r.o.,,soukromé
250,1,64-41-L/51,Hlavní město Praha,Praha,0,113,35,Podnikání,Praha,346,269,39,37,198,174,12,12,600005216,2025,NOS,SŠ gastronomická a hotelová s.r.o.,,soukromé
30,1,64-41-L/51,Hlavní město Praha,Praha,0,182,11,Podnikání,Praha,196,76,67,53,3,3,0,0,600170063,2025,NOS,Střední odborná škola - COP a Gymnázium,,veřejné / státní
20,1,64-41-L/51,Hlavní město Praha,Praha,46,59,67,Podnikání,Praha,192,37,94,61,20,9,11,0,600006280,2025,NOS,Střední odborná škola Jarov,Podnikání,veřejné / státní
30,1,64-41-L/51,Hlavní město Praha,Praha,0,63,26,Podnikání,Praha,115,34,49,32,26,19,5,2,600005658,2025,NOS,"Střední průmyslová škola dopravní, a.s.",,soukromé
12,1,64-41-L/51,Hlavní město Praha,Praha,0,13,5,Podnikání,Praha,25,12,6,7,7,7,0,0,600020959,2025,NOS,Střední škola a Mateř.škola Aloyse Klara,,veřejné / státní
26,1,64-41-L/51,Hlavní město Praha,Praha,0,70,27,Podnikání,Praha,111,28,47,36,14,10,2,2,600005640,2025,NOS,Střední škola a VOŠ umělecká a řemeslná,Podnikání (nástavbové studium),veřejné / státní
60,1,64-41-L/51,Hlavní město Praha,Praha,0,139,40,Podnikání,Praha,218,86,72,60,39,28,8,3,600006581,2025,NOS,Střední škola gastronomie,Podnikání,veřejné / státní
60,1,64-41-L/51,Hlavní město Praha,Praha,0,222,11,Podnikání,Praha,245,90,93,62,12,12,0,0,600004864,2025,NOS,Střední škola obchodní,,veřejné / státní
58,1,64-41-L/51,Hlavní město Praha,Praha,0,103,33,Podnikání,Praha,162,71,54,37,26,19,5,2,600006387,2025,NOS,Střední škola podnikání a gastronomie,Podnikání,veřejné / státní
30,1,64-41-L/51,Jihočeský,Blatná,10,1,2,Podnikání,Strakonice,43,39,3,1,32,32,0,0,600008754,2024,NOS,"Střední odborné učiliště, U Sladovny 671, Blatná","",veřejné / státní
25,1,64-41-L/51,Jihočeský,Blatná,10,0,12,Podnikání,Strakonice,47,26,14,7,25,21,4,0,600008754,2025,NOS,Střední odborné učiliště,,veřejné / státní
30,1,64-41-L/51,Jihočeský,České Budějovice,0,10,6,Podnikání,České Budějovice,35,26,3,6,19,19,0,0,600008215,2024,NOS,"SŠ Jeronýmova České Budějovice, s.r.o., Jeronýmova 28, České Budějovice","",soukromé
26,1,64-41-L/51,Jihočeský,České Budějovice,0,68,25,Podnikání,České Budějovice,109,26,57,26,16,13,3,0,600170292,2024,NOS,"Střední škola obchodní, Husova tř. 1846, České Budějovice","",veřejné / státní
30,1,64-41-L/51,Jihočeský,České Budějovice,2,6,44,Podnikání,České Budějovice,82,35,25,22,30,28,1,1,600170306,2024,NOS,"Střední škola polytechnická, Nerudova 859, České Budějovice","",veřejné / státní
24,1,64-41-L/51,Jihočeský,České Budějovice,0,2,14,Podnikání,České Budějovice,22,6,9,7,6,6,0,0,600008193,2024,NOS,"VOŠ, SPŠ automobilní a technická, Skuherského 1274, České Budějovice",Dopravní provoz,veřejné / státní
24,1,64-41-L/51,Jihočeský,České Budějovice,0,5,39,Podnikání,České Budějovice,68,22,34,12,24,19,5,0,600008193,2024,NOS,"VOŠ, SPŠ automobilní a technická, Skuherského 1274, České Budějovice",Podnikání,veřejné / státní
30,1,64-41-L/51,Jihočeský,České Budějovice,0,19,2,Podnikání,České Budějovice,33,24,6,3,12,11,1,0,600008215,2025,NOS,"SŠ Jeronýmova České Budějovice, s.r.o.",,soukromé
30,1,64-41-L/51,Jihočeský,České Budějovice,0,97,47,Podnikání,České Budějovice,162,47,64,51,18,13,3,2,600170292,2025,NOS,Střední škola obchodní,,veřejné / státní
30,1,64-41-L/51,Jihočeský,České Budějovice,60,6,71,Podnikání,České Budějovice,167,63,53,50,30,25,4,1,600170306,2025,NOS,Střední škola polytechnická,,veřejné / státní
25,1,64-41-L/51,Jihočeský,České Budějovice,0,0,10,Podnikání,České Budějovice,30,13,8,9,20,13,3,4,600008193,2025,NOS,"VOŠ, SPŠ automobilní a technická",Dopravní provoz,veřejné / státní
25,1,64-41-L/51,Jihočeský,České Budějovice,42,4,64,Podnikání,České Budějovice,135,31,69,35,25,17,7,1,600008193,2025,NOS,"VOŠ, SPŠ automobilní a technická",Podnikání,veřejné / státní
30,1,64-41-L/51,Jihočeský,Dačice,2,2,10,Podnikání,Jindřichův Hradec,44,34,5,5,30,30,0,0,600170357,2024,NOS,"Střední škola technická a obchodní, Strojírenská 304, Dačice",Podnikání,veřejné / státní
30,1,64-41-L/51,Jihočeský,Dačice,0,0,13,Podnikání,Jindřichův Hradec,42,28,9,5,29,28,1,0,600170357,2025,NOS,Střední škola technická a obchodní,Podnikání,veřejné / státní
30,1,64-41-L/51,Jihočeský,Jindřichův Hradec,0,1,14,Podnikání,Jindřichův Hradec,37,20,10,7,22,19,3,0,600008274,2025,NOS,SOŠ a SOU,Podnikání - nástavba,veřejné / státní
32,1,64-41-L/51,Jihočeský,Písek,10,4,22,Podnikání,Písek,68,40,16,12,31,30,1,0,600008592,2024,NOS,"SOŠ a SOU, Písek, Komenského 86, Komenského 86, Písek","",veřejné / státní
30,1,64-41-L/51,Jihočeský,Písek,18,2,35,Podnikání,Písek,85,39,34,12,30,26,2,2,600008592,2025,NOS,"SOŠ a SOU, Písek, Komenského 86",,veřejné / státní
30,1,64-41-L/51,Jihočeský,Sezimovo Ústí,0,0,12,Podnikání,Tábor,38,24,12,2,26,24,1,1,600170438,2024,NOS,"VOŠ, SŠ, Centrum odborné přípravy, Budějovická 421, Sezimovo Ústí",ŠVP: Podnikání,veřejné / státní
52,1,64-41-L/51,Jihočeský,Sezimovo Ústí,9,0,36,Podnikání,Tábor,84,32,31,21,39,30,7,2,1200340876,2025,NOS,"VOŠ, SŠ, Centrum odborné přípravy",ŠVP: Podnikání,veřejné / státní
30,1,64-41-L/51,Jihočeský,Strakonice,0,0,5,Podnikání,Strakonice,6,1,3,2,1,1,0,0,600008738,2024,NOS,"Euroškola Strakonice SOŠ s.r.o., Husova 361, Strakonice","",soukromé
30,1,64-41-L/51,Jihočeský,Strakonice,0,2,27,Podnikání,Strakonice,56,25,21,10,27,23,3,1,691003807,2024,NOS,"VOŠ, SPŠ a SOŠ řemesel a služeb, Zvolenská 934, Strakonice","",veřejné / státní
30,1,64-41-L/51,Jihočeský,Strakonice,0,1,2,Podnikání,Strakonice,6,1,3,2,3,0,2,1,600008738,2025,NOS,Euroškola Strakonice SOŠ s.r.o.,Podnikání,soukromé
30,1,64-41-L/51,Jihočeský,Strakonice,26,2,22,Podnikání,Strakonice,80,51,18,10,30,29,1,0,691003807,2025,NOS,"VOŠ, SPŠ a SOŠ řemesel a služeb",,veřejné / státní
30,1,64-41-L/51,Jihočeský,Tábor,0,7,15,Podnikání,Tábor,51,30,14,7,29,27,2,0,651023572,2024,NOS,"SŠ obch.,služeb a řemes. a JŠ s práv.SJZ, Bydlinského 2474, Tábor","",veřejné / státní
30,1,64-41-L/51,Jihočeský,Tábor,15,19,33,Podnikání,Tábor,97,47,36,14,30,29,1,0,651023572,2025,NOS,"SŠ obch.,služeb a řemes. a JŠ s práv.SJZ",,veřejné / státní
60,1,64-41-L/51,Jihočeský,Třeboň,3,1,17,Podnikání,Jindřichův Hradec,62,39,13,10,41,37,3,1,1200016742,2024,NOS,"OA, SOŠ a SOU, Vrchlického 567, Třeboň",Podnikání,veřejné / státní
60,1,64-41-L/51,Jihočeský,Třeboň,6,1,27,Podnikání,Jindřichův Hradec,75,43,21,11,41,37,2,2,1200016742,2025,NOS,"OA, SOŠ a SOU",,veřejné / státní
30,1,64-41-L/51,Jihočeský,Týn nad Vltavou,0,4,11,Podnikání,České Budějovice,28,16,9,3,13,13,0,0,1200340568,2024,NOS,"SOŠ a SOU, Hněvkovice 865, Hněvkovice na pravém břehu Vlt. 865, Týn nad Vltavou","",veřejné / státní
35,1,64-41-L/51,Jihočeský,Týn nad Vltavou,0,1,18,Podnikání,České Budějovice,37,16,6,15,18,16,0,2,1200340568,2025,NOS,"SOŠ a SOU, Hněvkovice 865",,veřejné / státní
30,1,64-41-L/51,Jihočeský,Vimperk,0,1,10,Podnikání,Prachatice,36,21,14,1,25,21,4,0,600008681,2024,NOS,"Střední škola a Základní škola, Nerudova 267, Vimperk","",veřejné / státní
20,1,64-41-L/51,Jihočeský,Vimperk,0,8,5,Podnikání,Prachatice,24,16,4,4,11,11,0,0,600008681,2025,NOS,Střední škola a Základní škola,,veřejné / státní
22,1,64-41-L/51,Jihomoravský,Brno,5,34,18,Podnikání,Brno-město,79,42,17,20,22,17,2,3,600013979,2024,NOS,"SŠ a VOŠ tradičních řemesel s.r.o., Střední 552, Brno","",soukromé
30,1,64-41-L/51,Jihomoravský,Brno,83,6,70,Podnikání,Brno-město,189,80,76,33,30,28,2,0,600013821,2024,NOS,"Střední škola polytechnická, Jílová 164, Brno","",veřejné / státní
60,1,64-41-L/51,Jihomoravský,Brno,55,30,60,Podnikání,Brno-město,205,96,74,35,60,47,10,3,600013766,2024,NOS,"Střední škola, Charbulova 1072, Brno",Podnikání,veřejné / státní
20,1,64-41-L/51,Jihomoravský,Brno,0,48,21,Podnikání,Brno-město,72,15,26,31,3,3,0,0,600013979,2025,NOS,SŠ a VOŠ tradičních řemesel s.r.o.,,soukromé
60,1,64-41-L/51,Jihomoravský,Brno,34,79,52,Podnikání,Brno-město,225,100,79,46,60,47,10,3,600013766,2025,NOS,Střední škola,,veřejné / státní
