Součet hodnot: Kapacita,Kolo,KKOV,Kraj,Město,Součet hodnot: Nepřijati - nedostačující kapacita,Součet hodnot: Nepřijati - nesplnění podmínek,Součet hodnot: Nepřijati - přijati na vyšší prioritu,Obor,Okres,Součet hodnot: Přihlášeni,Součet hodnot: Přihlášeni - priorita 1,Součet hodnot: Přihlášeni - priorita 2,Součet hodnot: Přihlášeni - priorita 3,Součet hodnot: Přijati,Součet hodnot: Přijati - priorita 1,Součet hodnot: Přijati - priorita 2,Součet hodnot: Přijati - priorita 3,Součet hodnot: REDIZO,Rok,SMO16,Škola,Zaměření,Zřizovatel
60,1,18-20-M/01,Jihomoravský,Brno,0,162,28,Informační technologie,Brno-město,222,97,78,45,32,29,2,1,600013782,2025,ST1,"SŠ inform., poštovnictví a finančnictví",Kybernetická bezpečnost,veřejné / státní
32,1,18-20-M/01,Jihomoravský,Brno,0,1,24,Informační technologie,Brno-město,54,10,18,23,29,9,9,9,600013669,2025,ST1,Střední odborná škola EDUCAnet Brno,,soukromé
84,1,18-20-M/01,Jihomoravský,Brno,0,159,47,Informační technologie,Brno-město,278,140,85,52,72,67,5,0,600171027,2025,ST1,Střední průmyslová škola,,veřejné / státní
60,1,18-20-M/01,Jihomoravský,Brno,126,7,83,Informační technologie,Brno-město,276,135,86,54,60,49,10,1,600171019,2025,ST1,Střední škola technická a ekonomická,,veřejné / státní
30,1,18-20-M/01,Jihomoravský,Hustopeče,0,4,32,Informační technologie,Břeclav,60,18,17,25,24,15,6,3,600014291,2024,ST1,"Střední škola polytechnická Hustopeče, Masarykovo nám. 136, Hustopeče","",veřejné / státní
30,1,18-20-M/01,Jihomoravský,Hustopeče,0,4,32,Informační technologie,Břeclav,46,10,15,21,10,6,1,3,600014291,2025,ST1,Střední škola polytechnická Hustopeče,,veřejné / státní
30,1,18-20-M/01,Jihomoravský,Jedovnice,28,1,46,Informační technologie,Blansko,105,49,30,26,30,27,1,2,600171841,2024,ST1,"Střední průmyslová škola, Na Větřáku 463, Jedovnice","",veřejné / státní
30,1,18-20-M/01,Jihomoravský,Jedovnice,9,1,33,Informační technologie,Blansko,73,34,26,13,30,27,3,0,600171841,2025,ST1,Střední průmyslová škola,Elektronické počítačové systémy,veřejné / státní
20,1,18-20-M/01,Jihomoravský,Klobouky u Brna,0,0,21,Informační technologie,Břeclav,37,12,7,18,16,12,2,2,650071409,2024,ST1,"Městská střední odborná škola, nám. Míru 101, Klobouky u Brna","",veřejné / státní
25,1,18-20-M/01,Jihomoravský,Klobouky u Brna,1,3,28,Informační technologie,Břeclav,57,20,18,17,25,18,5,2,650071409,2025,ST1,Městská střední odborná škola,,veřejné / státní
44,1,18-20-M/01,Jihomoravský,Kuřim,0,4,25,Informační technologie,Brno-venkov,57,13,11,33,28,12,6,10,600014029,2024,ST1,"SOŠ a SOU Kuřim, s.r.o., Křížkovského 48, Kuřim","",soukromé
60,1,18-20-M/01,Jihomoravský,Kuřim,0,16,33,Informační technologie,Brno-venkov,83,20,25,36,34,12,9,13,600014029,2025,ST1,"SOŠ a SOU Kuřim, s.r.o.",,soukromé
30,1,18-20-M/01,Jihomoravský,Veselí nad Moravou,29,0,50,Informační technologie,Hodonín,109,41,37,31,30,19,7,4,600014622,2024,ST1,"Obchodní akademie a SŠP, Kollárova 1669, Veselí nad Moravou","",veřejné / státní
30,1,18-20-M/01,Jihomoravský,Veselí nad Moravou,22,0,50,Informační technologie,Hodonín,102,37,37,26,30,26,4,0,600014622,2025,ST1,Obchodní akademie a SŠP,,veřejné / státní
30,1,18-20-M/01,Jihomoravský,Znojmo,19,2,41,Informační technologie,Znojmo,92,43,31,18,30,28,2,0,600015785,2024,ST1,"Gy, SPgŠ, OA a JŠ s právem státní JZ, Pontassievská 350, Znojmo","",veřejné / státní
30,1,18-20-M/01,Jihomoravský,Znojmo,23,0,49,Informační technologie,Znojmo,102,39,32,31,30,25,3,2,600015785,2025,ST1,"Gy, SPgŠ, OA a JŠ s právem státní JZ",,veřejné / státní
32,1,18-20-M/01,Karlovarský,Cheb,0,21,32,Informační technologie,Cheb,76,32,27,16,23,19,4,0,600170462,2024,ST1,"Integrovaná střední škola Cheb, Obrněné brigády 2258, Cheb",Umělá inteligence,veřejné / státní
62,1,18-20-M/01,Karlovarský,Cheb,0,15,24,Informační technologie,Cheb,67,29,18,18,28,19,7,1,600170462,2025,ST1,Integrovaná střední škola Cheb,Umělá inteligence,veřejné / státní
32,1,18-20-M/01,Karlovarský,Ostrov,58,2,47,Informační technologie,Karlovy Vary,139,81,30,28,32,30,1,1,600009084,2024,ST1,"Střední průmyslová škola Ostrov, Klínovecká 1197, Ostrov","",veřejné / státní
32,1,18-20-M/01,Karlovarský,Ostrov,46,4,54,Informační technologie,Karlovy Vary,136,64,42,27,32,30,2,0,600009084,2025,ST1,Střední průmyslová škola Ostrov,,veřejné / státní
32,1,18-20-M/01,Karlovarský,Sokolov,13,11,52,Informační technologie,Sokolov,108,35,36,37,32,24,5,3,600170527,2024,ST1,"ISŠ technická a ekonomická Sokolov, Jednoty 1620, Sokolov","",veřejné / státní
32,1,18-20-M/01,Karlovarský,Sokolov,7,17,58,Informační technologie,Sokolov,114,36,45,30,32,26,4,2,600170527,2025,ST1,ISŠ technická a ekonomická Sokolov,,veřejné / státní
15,1,18-20-M/01,Kraj Vysočina,Havlíčkův Brod,8,0,24,Informační technologie,Havlíčkův Brod,47,20,13,14,15,15,0,0,600011551,2024,ST1,"SPŠ stavební akademika St. Bechyně, Jihlavská 628, Havlíčkův Brod","",veřejné / státní
15,1,18-20-M/01,Kraj Vysočina,Havlíčkův Brod,9,0,29,Informační technologie,Havlíčkův Brod,53,19,19,14,15,14,1,0,600011551,2025,ST1,SPŠ stavební akademika St. Bechyně,,veřejné / státní
23,1,18-20-M/01,Kraj Vysočina,Humpolec,4,0,21,Informační technologie,Pelhřimov,48,24,12,11,23,21,1,0,600008509,2024,ST1,"SŠ inf. a CR SČMSD Humpolec, s.r.o., Hradská 276, Humpolec",Informační technologie,soukromé
23,1,18-20-M/01,Kraj Vysočina,Humpolec,2,1,24,Informační technologie,Pelhřimov,50,22,15,13,23,21,2,0,600008509,2025,ST1,"SŠ inf. a CR SČMSD Humpolec, s.r.o.",Informační technologie,soukromé
60,1,18-20-M/01,Kraj Vysočina,Jihlava,51,2,87,Informační technologie,Jihlava,200,90,64,42,59,50,8,1,600014843,2024,ST1,"SŠ průmyslová, technická a automobilní, třída Legionářů 1572, Jihlava","",veřejné / státní
60,1,18-20-M/01,Kraj Vysočina,Jihlava,24,8,60,Informační technologie,Jihlava,152,74,52,22,60,58,2,0,600014843,2025,ST1,Střední průmyslová škola Jihlava,,veřejné / státní
30,1,18-20-M/01,Kraj Vysočina,Ledeč nad Sázavou,0,0,21,Informační technologie,Havlíčkův Brod,39,15,12,12,18,15,3,0,600011534,2024,ST1,"Gymnázium, SOŠ a VOŠ, Husovo náměstí 1, Ledeč nad Sázavou","",veřejné / státní
30,1,18-20-M/01,Kraj Vysočina,Ledeč nad Sázavou,0,0,17,Informační technologie,Havlíčkův Brod,21,3,9,9,4,3,1,0,600011534,2024,ST1,"Gymnázium, SOŠ a VOŠ, Husovo náměstí 1, Ledeč nad Sázavou",Ekonomika a služby,veřejné / státní
30,1,18-20-M/01,Kraj Vysočina,Ledeč nad Sázavou,0,0,19,Informační technologie,Havlíčkův Brod,26,7,5,13,7,7,0,0,600011534,2025,ST1,"Gymnázium, SOŠ a VOŠ",,veřejné / státní
30,1,18-20-M/01,Kraj Vysočina,Ledeč nad Sázavou,0,0,13,Informační technologie,Havlíčkův Brod,20,5,7,8,7,5,1,1,600011534,2025,ST1,"Gymnázium, SOŠ a VOŠ",Ekonomika a služby,veřejné / státní
30,1,18-20-M/01,Kraj Vysočina,Pelhřimov,0,4,41,Informační technologie,Pelhřimov,69,14,30,24,24,12,9,3,600008487,2024,ST1,"SPŠ a SOU, Friedova 1469, Pelhřimov","",veřejné / státní
30,1,18-20-M/01,Kraj Vysočina,Pelhřimov,0,7,30,Informační technologie,Pelhřimov,54,15,21,18,17,13,2,2,600008487,2025,ST1,SPŠ a SOU,,veřejné / státní
50,1,18-20-M/01,Kraj Vysočina,Třebíč,33,15,44,Informační technologie,Třebíč,142,83,34,25,50,49,1,0,610250574,2024,ST1,"Střední průmyslová škola Třebíč, Manž. Curieových 734, Třebíč","",veřejné / státní
50,1,18-20-M/01,Kraj Vysočina,Třebíč,3,14,28,Informační technologie,Třebíč,95,54,27,14,50,43,5,2,610250574,2025,ST1,Střední průmyslová škola Třebíč,,veřejné / státní
30,1,18-20-M/01,Kraj Vysočina,Žďár nad Sázavou,28,0,52,Informační technologie,Žďár nad Sázavou,110,50,29,29,30,30,0,0,600015971,2024,ST1,"SPŠ Žďár nad Sázavou, Studentská 761, Žďár nad Sázavou","",veřejné / státní
30,1,18-20-M/01,Kraj Vysočina,Žďár nad Sázavou,9,0,41,Informační technologie,Žďár nad Sázavou,80,35,31,14,30,28,2,0,600015971,2025,ST1,SPŠ Žďár nad Sázavou,,veřejné / státní
30,1,18-20-M/01,Královéhradecký,Dobruška,12,2,64,Informační technologie,Rychnov nad Kněžnou,108,31,49,28,29,23,3,3,600012590,2024,ST1,"SPŠ elektrotechniky a inform.technologií, Čs. odboje 670, Dobruška",Aplikace počítačů a správa sítí,veřejné / státní
30,1,18-20-M/01,Královéhradecký,Dobruška,0,3,48,Informační technologie,Rychnov nad Kněžnou,81,23,29,29,30,21,6,3,600012590,2024,ST1,"SPŠ elektrotechniky a inform.technologií, Čs. odboje 670, Dobruška",Digitální grafická tvorba,veřejné / státní
28,1,18-20-M/01,Královéhradecký,Dobruška,0,8,29,Informační technologie,Rychnov nad Kněžnou,56,24,10,22,19,17,2,0,651017459,2024,ST1,"Střední škola - Podorlické vzděl.centrum, Pulická 695, Dobruška","Programování, vývoj aplikací a robotika /  Počítačová grafika, audio-video tvorba",soukromé
30,1,18-20-M/01,Královéhradecký,Dobruška,2,4,61,Informační technologie,Rychnov nad Kněžnou,97,30,43,24,30,27,2,1,600012590,2025,ST1,SPŠ elektrotechniky a inform.technologií,Aplikace počítačů a správa sítí,veřejné / státní
30,1,18-20-M/01,Královéhradecký,Dobruška,6,7,47,Informační technologie,Rychnov nad Kněžnou,90,33,27,28,30,26,3,1,600012590,2025,ST1,SPŠ elektrotechniky a inform.technologií,Digitální grafická tvorba,veřejné / státní
25,1,18-20-M/01,Královéhradecký,Dobruška,0,6,14,Informační technologie,Rychnov nad Kněžnou,29,7,11,10,9,6,2,1,651017459,2025,ST1,Střední škola - Podorlické vzděl.centrum,počítačová grafika,soukromé
25,1,18-20-M/01,Královéhradecký,Dobruška,0,6,15,Informační technologie,Rychnov nad Kněžnou,33,11,9,13,12,8,3,1,651017459,2025,ST1,Střední škola - Podorlické vzděl.centrum,Robotika,soukromé
30,1,18-20-M/01,Královéhradecký,Dvůr Králové nad Labem,17,5,42,Informační technologie,Trutnov,94,36,33,25,30,23,4,3,600013006,2024,ST1,"SPŠ a SOŠ, Elišky Krásnohorské 2069, Dvůr Králové nad Labem",Kybernetická bezpečnost,veřejné / státní
30,1,18-20-M/01,Královéhradecký,Dvůr Králové nad Labem,8,7,35,Informační technologie,Trutnov,80,33,23,24,30,26,4,0,600013006,2025,ST1,SPŠ a SOŠ,Kybernetická bezpečnost,veřejné / státní
60,1,18-20-M/01,Královéhradecký,Hradec Králové,7,24,89,Informační technologie,Hradec Králové,180,50,61,68,59,35,14,10,600011828,2024,ST1,"SPŠ, SOŠ a SOU, Hradební 1029, Hradec Králové","",veřejné / státní
56,1,18-20-M/01,Královéhradecký,Hradec Králové,0,26,25,Informační technologie,Hradec Králové,106,53,23,29,54,41,9,4,600011631,2024,ST1,"SŠ a VOŠ aplikované kybernetiky s.r.o., Hradecká 1151, Hradec Králové",ŠVP (Programování / Počítačové sítě) volí žák na konci 1. ročníku,soukromé
60,1,18-20-M/01,Královéhradecký,Hradec Králové,2,52,97,Informační technologie,Hradec Králové,211,50,80,79,60,29,24,7,600011828,2025,ST1,"SPŠ, SOŠ a SOU",,veřejné / státní
60,1,18-20-M/01,Královéhradecký,Hradec Králové,0,30,20,Informační technologie,Hradec Králové,82,46,21,14,32,30,2,0,600011631,2025,ST1,SŠ a VOŠ aplikované kybernetiky s.r.o.,Programování/počítačové sítě (volba ve 2. ročníku),soukromé
24,1,18-20-M/01,Královéhradecký,Jičín,0,9,46,Informační technologie,Jičín,75,22,32,19,20,16,2,2,600012000,2024,ST1,"Masarykova obchodní akademie, 17. listopadu 220, Jičín",Informatika a management,veřejné / státní
60,1,18-20-M/01,Královéhradecký,Jičín,3,13,66,Informační technologie,Jičín,142,58,53,29,60,49,11,0,600012069,2024,ST1,"Vyšší odborná škola a SPŠ, Pod Koželuhy 100, Jičín",Informační technologie,veřejné / státní
24,1,18-20-M/01,Královéhradecký,Jičín,11,15,41,Informační technologie,Jičín,91,34,30,25,24,23,1,0,600012000,2025,ST1,Masarykova obchodní akademie,Informatika a management,veřejné / státní
60,1,18-20-M/01,Královéhradecký,Jičín,8,20,71,Informační technologie,Jičín,159,66,55,38,60,52,5,3,600012069,2025,ST1,Vyšší odborná škola a SPŠ,,veřejné / státní
30,1,18-20-M/01,Královéhradecký,Kostelec nad Orlicí,0,7,25,Informační technologie,Rychnov nad Kněžnou,60,30,14,15,28,26,2,0,600012581,2024,ST1,"Obchodní akademie T. G. Masaryka, Komenského 522, Kostelec nad Orlicí",Informatika v ekonomice se zaměřením na podnikání,veřejné / státní
30,1,18-20-M/01,Královéhradecký,Kostelec nad Orlicí,0,9,37,Informační technologie,Rychnov nad Kněžnou,73,29,22,21,27,24,2,1,600012581,2025,ST1,Obchodní akademie T. G. Masaryka,,veřejné / státní
15,1,18-20-M/01,Královéhradecký,Náchod,1,2,19,Informační technologie,Náchod,37,13,8,15,15,12,3,0,691012415,2024,ST1,"SPŠ stav. a OA arch. J. Letzela, Náchod, Pražská 931, Náchod",na podnikání,veřejné / státní
15,1,18-20-M/01,Královéhradecký,Náchod,4,4,25,Informační technologie,Náchod,48,15,17,16,15,12,3,0,691012415,2025,ST1,"SPŠ stav. a OA arch. J. Letzela, Náchod",na podnikání,veřejné / státní
15,1,18-20-M/01,Královéhradecký,Nové Město nad Metují,0,1,14,Informační technologie,Náchod,19,2,5,11,4,2,2,0,600024211,2024,ST1,"SPŠ, Odborná škola a Základní škola, Československé armády 376, Nové Město nad Metují",Aplikace počítačů v technice a robotice,veřejné / státní
15,1,18-20-M/01,Královéhradecký,Nové Město nad Metují,0,4,31,Informační technologie,Náchod,47,9,17,21,12,7,4,1,600024211,2024,ST1,"SPŠ, Odborná škola a Základní škola, Československé armády 376, Nové Město nad Metují",Počítačový design a reklama,veřejné / státní
15,1,18-20-M/01,Královéhradecký,Nové Město nad Metují,0,1,20,Informační technologie,Náchod,35,11,6,18,14,11,2,1,600024211,2025,ST1,"SPŠ, Odborná škola a Základní škola",Aplikace počítačů v technice a robotice,veřejné / státní
15,1,18-20-M/01,Královéhradecký,Nové Město nad Metují,0,7,20,Informační technologie,Náchod,34,6,13,14,7,5,0,2,600024211,2025,ST1,"SPŠ, Odborná škola a Základní škola",Počítačový design a reklama,veřejné / státní
30,1,18-20-M/01,Královéhradecký,Trutnov,22,2,53,Informační technologie,Trutnov,107,42,45,20,30,30,0,0,610200381,2024,ST1,"Střední průmyslová škola, Školní 101, Trutnov",Informační technologie – elektronické počítačové systémy,veřejné / státní
30,1,18-20-M/01,Královéhradecký,Trutnov,27,4,76,Informační technologie,Trutnov,137,43,50,44,30,25,3,2,610200381,2024,ST1,"Střední průmyslová škola, Školní 101, Trutnov",Informační technologie – informatika a management,veřejné / státní
30,1,18-20-M/01,Královéhradecký,Trutnov,11,3,50,Informační technologie,Trutnov,94,36,36,22,30,29,1,0,610200381,2025,ST1,Střední průmyslová škola,Informační technologie – elektronické počítačové systémy,veřejné / státní
30,1,18-20-M/01,Královéhradecký,Trutnov,14,2,56,Informační technologie,Trutnov,102,39,41,22,30,27,3,0,610200381,2025,ST1,Střední průmyslová škola,Informační technologie – informatika a management,veřejné / státní
60,1,18-20-M/01,Liberecký,Česká Lípa,14,0,69,Informační technologie,Česká Lípa,143,61,47,34,59,51,5,3,600010040,2024,ST1,"SPŠ, příspěvková organizace, Havlíčkova 426, Česká Lípa","",veřejné / státní
60,1,18-20-M/01,Liberecký,Česká Lípa,20,0,55,Informační technologie,Česká Lípa,135,61,44,29,60,47,11,2,600010040,2025,ST1,"SPŠ, příspěvková organizace",,veřejné / státní
60,1,18-20-M/01,Liberecký,Liberec,91,12,72,Informační technologie,Liberec,235,134,68,31,60,55,4,1,600020398,2024,ST1,"SPŠ a VOŠ, Masarykova 460, Liberec","",veřejné / státní
60,1,18-20-M/01,Liberecký,Liberec,54,30,44,Informační technologie,Liberec,188,122,46,19,60,57,3,0,600020398,2025,ST1,SPŠ a VOŠ,,veřejné / státní
30,1,18-20-M/01,Moravskoslezský,Bruntál,13,7,39,Informační technologie,Bruntál,89,44,23,21,30,28,1,1,600016170,2024,ST1,"SPŠ a OA, Kavalcova 814, Bruntál","",veřejné / státní
30,1,18-20-M/01,Moravskoslezský,Bruntál,4,9,29,Informační technologie,Bruntál,72,37,22,13,30,29,1,0,600016170,2025,ST1,SPŠ a OA,,veřejné / státní
30,1,18-20-M/01,Moravskoslezský,Frenštát pod Radhoštěm,9,1,72,Informační technologie,Nový Jičín,112,24,46,42,29,20,9,0,600016749,2024,ST1,"Gymnázium a SPŠ elektro. a informatiky, Křižíkova 1258, Frenštát pod Radhoštěm","",veřejné / státní
30,1,18-20-M/01,Moravskoslezský,Frenštát pod Radhoštěm,7,0,58,Informační technologie,Nový Jičín,95,32,38,24,30,28,1,1,600016749,2025,ST1,Gymnázium a SPŠ elektro. a informatiky,,veřejné / státní
30,1,18-20-M/01,Moravskoslezský,Frýdek-Místek,28,5,85,Informační technologie,Frýdek-Místek,148,57,49,41,30,30,0,0,600016323,2024,ST1,"SPŠ, OA a JŠ s PSJZ, 28. října 1598, Frýdek-Místek","",veřejné / státní
28,1,18-20-M/01,Moravskoslezský,Frýdek-Místek,0,1,45,Informační technologie,Frýdek-Místek,71,21,26,24,24,21,3,0,600016374,2024,ST1,"Střední škola inform.technologií, s.r.o., Pionýrů 2069, Frýdek-Místek",Počítačové sítě,soukromé
29,1,18-20-M/01,Moravskoslezský,Frýdek-Místek,8,2,59,Informační technologie,Frýdek-Místek,98,26,48,24,29,22,7,0,600016374,2024,ST1,"Střední škola inform.technologií, s.r.o., Pionýrů 2069, Frýdek-Místek",Programování - internet věcí,soukromé
30,1,18-20-M/01,Moravskoslezský,Frýdek-Místek,31,3,68,Informační technologie,Frýdek-Místek,132,52,40,39,30,30,0,0,600016323,2025,ST1,"SPŠ, OA a JŠ s PSJZ",,veřejné / státní
32,1,18-20-M/01,Moravskoslezský,Frýdek-Místek,0,0,48,Informační technologie,Frýdek-Místek,67,11,35,20,19,11,6,1,600016374,2025,ST1,"Střední škola inform.technologií, s.r.o.",Počítačové sítě / kyberbezpečnost,soukromé
32,1,18-20-M/01,Moravskoslezský,Frýdek-Místek,2,0,49,Informační technologie,Frýdek-Místek,83,26,25,31,32,24,7,1,600016374,2025,ST1,"Střední škola inform.technologií, s.r.o.",Programování / internet věcí,soukromé
60,1,18-20-M/01,Moravskoslezský,Havířov,11,0,73,Informační technologie,Karviná,144,62,43,38,60,54,5,1,600016579,2024,ST1,"SPŠ elektrotechnická, Makarenkova 513, Havířov","",veřejné / státní
60,1,18-20-M/01,Moravskoslezský,Havířov,21,4,80,Informační technologie,Karviná,165,63,51,49,60,50,5,4,600016579,2025,ST1,SPŠ elektrotechnická,,veřejné / státní
30,1,18-20-M/01,Moravskoslezský,Jablunkov,0,1,28,Informační technologie,Frýdek-Místek,43,12,15,16,14,11,1,2,600171183,2024,ST1,"Střední škola, Školní 416, Jablunkov",Informační technologie v průmyslu,veřejné / státní
30,1,18-20-M/01,Moravskoslezský,Jablunkov,0,0,36,Informační technologie,Frýdek-Místek,57,17,17,23,21,17,2,2,600171183,2025,ST1,Střední škola,IT v průmyslu,veřejné / státní
30,1,18-20-M/01,Moravskoslezský,Karviná,28,0,66,Informační technologie,Karviná,124,51,37,36,30,28,2,0,600016676,2024,ST1,"Střední průmyslová škola, Žižkova 1818, Karviná","",veřejné / státní
30,1,18-20-M/01,Moravskoslezský,Karviná,22,0,65,Informační technologie,Karviná,117,42,45,29,30,24,4,2,600016676,2025,ST1,Střední průmyslová škola,,veřejné / státní
30,1,18-20-M/01,Moravskoslezský,Krnov,0,4,38,Informační technologie,Bruntál,69,19,19,31,27,18,5,4,600016145,2024,ST1,"Střední škola průmyslová, Soukenická 2458, Krnov","",veřejné / státní
30,1,18-20-M/01,Moravskoslezský,Krnov,0,9,32,Informační technologie,Bruntál,52,13,11,27,11,8,3,0,600016145,2025,ST1,Střední škola průmyslová,,veřejné / státní
